"lambda, nm",intensivity (0 deg),intensivity (5 deg),intensivity (10 deg),intensivity (15 deg),intensivity (20 deg),intensivity (25 deg),intensivity (30 deg),intensivity (35 deg),intensivity (40 deg),intensivity (45 deg),intensivity (50 deg),intensivity (55 deg),intensivity (60 deg),intensivity (65 deg),intensivity (70 deg),intensivity (75 deg),intensivity (80 deg),intensivity (85 deg)
557.638,56.564,59.076,46.526,26.942,12.27,6.292,3.575,2.337,1.77,1.603,1.706,2.049,2.866,4.262,5.962,6.771,5.757,2.888
557.897,53.438,56.248,43.65,25.147,11.792,6.045,3.473,2.219,1.735,1.589,1.696,2.05,2.832,4.194,5.946,6.769,5.744,2.86
558.156,50.572,53.406,41.154,23.754,11.275,5.874,3.429,2.185,1.793,1.597,1.763,2.1,2.87,4.241,6.045,6.846,5.785,2.89
558.415,47.763,50.542,38.565,22.418,10.791,5.689,3.418,2.244,1.77,1.566,1.772,2.078,2.933,4.358,6.089,6.93,5.766,2.897
558.674,45.054,47.776,36.058,21.064,10.414,5.573,3.392,2.212,1.784,1.614,1.743,2.171,2.983,4.426,6.109,7.003,5.724,2.879
558.933,42.539,45.087,34.004,19.875,9.987,5.48,3.319,2.2,1.802,1.646,1.744,2.2,2.982,4.443,6.158,6.948,5.777,2.916
559.192,40.054,42.325,31.924,18.786,9.521,5.303,3.186,2.175,1.755,1.623,1.747,2.164,3.005,4.401,6.178,6.872,5.846,2.833
559.450,37.574,39.711,29.888,17.868,9.023,5.113,3.104,2.077,1.66,1.636,1.754,2.148,3.014,4.368,6.198,6.883,5.817,2.814
559.709,35.303,37.192,28.098,16.952,8.669,5.016,3.039,2.043,1.676,1.659,1.769,2.12,3.011,4.385,6.204,6.854,5.77,2.882
559.968,33.062,34.798,26.412,16.009,8.329,4.862,2.956,2.071,1.634,1.599,1.775,2.143,3.041,4.376,6.161,6.848,5.774,2.906
560.227,30.904,32.607,24.781,15.163,7.915,4.575,2.817,2.052,1.541,1.554,1.681,2.08,2.996,4.396,6.132,6.891,5.796,2.839
560.486,29.135,30.614,23.267,14.512,7.711,4.449,2.813,2.008,1.606,1.554,1.664,2.107,3.014,4.482,6.207,7.044,5.81,2.879
560.744,27.453,28.819,22.088,13.82,7.5,4.397,2.75,1.972,1.603,1.578,1.639,2.105,3.034,4.532,6.265,7.112,5.832,2.88
561.003,25.791,27.118,20.857,13.11,7.27,4.317,2.73,1.945,1.573,1.562,1.634,2.127,3.107,4.518,6.303,7.165,5.959,2.868
561.262,24.277,25.471,19.611,12.482,6.953,4.184,2.618,2.015,1.58,1.528,1.671,2.122,3.154,4.509,6.364,7.192,6.011,2.846
561.521,22.817,23.958,18.601,11.908,6.649,4.09,2.603,1.927,1.567,1.506,1.641,2.139,3.156,4.508,6.396,7.166,5.904,2.842
561.780,21.468,22.594,17.662,11.418,6.37,3.999,2.654,1.894,1.531,1.477,1.663,2.209,3.181,4.54,6.433,7.12,5.841,2.841
562.038,20.331,21.36,16.692,10.931,6.249,3.925,2.596,1.842,1.556,1.531,1.792,2.253,3.153,4.66,6.554,7.171,5.785,2.917
562.297,19.135,20.033,15.797,10.428,6.07,3.808,2.546,1.812,1.585,1.528,1.793,2.305,3.149,4.715,6.524,7.283,5.802,2.905
562.556,17.946,18.898,15.008,10.024,5.973,3.734,2.517,1.826,1.597,1.572,1.766,2.279,3.153,4.761,6.541,7.299,5.869,2.869
562.815,16.934,17.871,14.297,9.611,5.803,3.683,2.441,1.866,1.618,1.564,1.73,2.226,3.185,4.754,6.642,7.35,5.909,2.893
563.073,16.105,16.888,13.584,9.222,5.572,3.554,2.369,1.781,1.55,1.526,1.735,2.186,3.13,4.805,6.763,7.378,5.896,2.951
563.332,15.408,16.112,12.98,8.909,5.342,3.513,2.27,1.766,1.472,1.475,1.66,2.191,3.146,4.857,6.784,7.44,5.927,2.947
563.591,14.691,15.357,12.305,8.526,5.16,3.385,2.206,1.663,1.458,1.447,1.665,2.203,3.172,4.821,6.763,7.41,5.952,2.924
563.849,13.999,14.65,11.64,8.127,5.021,3.281,2.2,1.636,1.387,1.486,1.672,2.184,3.21,4.75,6.739,7.396,6.033,2.884
564.108,13.251,13.919,11.11,7.648,4.826,3.208,2.179,1.602,1.365,1.414,1.602,2.114,3.175,4.725,6.836,7.348,6.043,2.814
564.367,12.688,13.159,10.61,7.391,4.684,3.129,2.163,1.621,1.336,1.377,1.599,2.124,3.134,4.763,6.865,7.396,6.006,2.855
564.625,12.09,12.586,10.217,7.215,4.58,3.035,2.128,1.641,1.378,1.413,1.682,2.221,3.194,4.856,6.87,7.494,6.042,2.849
564.884,11.547,12.07,9.859,7.043,4.507,2.994,2.14,1.688,1.407,1.48,1.701,2.285,3.264,4.97,6.95,7.531,6.105,2.983
565.143,11.053,11.575,9.447,6.818,4.39,2.93,2.101,1.672,1.43,1.498,1.691,2.289,3.232,4.969,7.043,7.533,6.16,2.979
565.401,10.546,11.026,9.057,6.634,4.307,2.907,2.023,1.62,1.41,1.465,1.633,2.254,3.259,4.968,7.127,7.486,6.207,2.959
565.660,10.089,10.541,8.717,6.458,4.314,2.958,2.038,1.633,1.432,1.521,1.66,2.316,3.339,5.005,7.15,7.533,6.17,2.996
565.919,9.687,10.225,8.428,6.307,4.252,2.881,2.112,1.588,1.512,1.567,1.743,2.351,3.397,5.115,7.257,7.681,6.158,3.073
566.177,9.271,9.825,8.082,6.013,3.996,2.69,1.979,1.523,1.414,1.496,1.729,2.24,3.312,5.112,7.186,7.612,6.1,2.992
566.436,8.934,9.419,7.839,5.752,3.911,2.643,1.941,1.564,1.396,1.483,1.708,2.277,3.385,5.131,7.226,7.638,6.174,2.968
566.695,8.651,9.003,7.606,5.615,3.837,2.659,1.937,1.57,1.429,1.518,1.751,2.302,3.494,5.269,7.333,7.771,6.247,2.991
566.953,8.266,8.578,7.248,5.388,3.625,2.624,1.932,1.548,1.421,1.486,1.728,2.282,3.537,5.332,7.42,7.722,6.228,3.014
567.212,7.871,8.235,6.973,5.256,3.576,2.625,1.894,1.54,1.428,1.519,1.728,2.339,3.563,5.353,7.512,7.798,6.21,3.041
567.470,7.626,7.899,6.795,5.131,3.524,2.599,1.919,1.519,1.399,1.517,1.739,2.329,3.537,5.415,7.591,7.905,6.254,3.009
567.729,7.329,7.646,6.572,4.969,3.436,2.54,1.869,1.53,1.369,1.477,1.769,2.371,3.498,5.45,7.641,7.917,6.28,2.983
567.987,6.99,7.416,6.307,4.819,3.312,2.425,1.756,1.424,1.32,1.419,1.745,2.356,3.459,5.402,7.603,7.983,6.232,2.915
568.246,6.755,7.155,6.173,4.776,3.296,2.437,1.771,1.432,1.379,1.403,1.8,2.435,3.56,5.488,7.683,8.118,6.39,2.949
568.505,6.493,6.911,5.905,4.643,3.163,2.377,1.746,1.448,1.358,1.44,1.752,2.446,3.597,5.548,7.715,8.09,6.44,2.99
568.763,6.309,6.635,5.664,4.462,3.149,2.361,1.762,1.462,1.326,1.475,1.772,2.451,3.563,5.561,7.715,8.052,6.46,3.014
569.022,6.102,6.285,5.525,4.322,3.075,2.254,1.748,1.414,1.335,1.433,1.721,2.336,3.626,5.511,7.643,8.03,6.46,2.948
569.280,5.929,6.128,5.383,4.18,2.93,2.146,1.664,1.359,1.261,1.401,1.711,2.265,3.653,5.476,7.624,7.993,6.401,2.959
569.539,5.743,5.968,5.23,4.026,2.936,2.108,1.69,1.354,1.288,1.413,1.712,2.32,3.712,5.571,7.682,8.005,6.465,3.0
569.797,5.569,5.772,5.091,4.012,2.914,2.111,1.689,1.383,1.396,1.415,1.763,2.415,3.7,5.659,7.794,8.002,6.53,3.043
570.056,5.42,5.591,5.011,3.905,2.844,2.132,1.607,1.343,1.406,1.409,1.792,2.417,3.694,5.652,7.852,8.071,6.501,3.119
570.314,5.338,5.399,4.908,3.798,2.838,2.139,1.63,1.366,1.4,1.453,1.801,2.405,3.679,5.702,7.888,8.194,6.549,3.133
570.573,5.202,5.183,4.708,3.64,2.75,2.031,1.577,1.358,1.342,1.413,1.754,2.375,3.688,5.659,7.936,8.171,6.578,3.101
570.831,5.082,5.1,4.566,3.562,2.689,1.982,1.53,1.397,1.244,1.395,1.734,2.356,3.727,5.733,7.951,8.25,6.617,3.142
571.090,5.002,5.01,4.478,3.585,2.691,1.927,1.581,1.462,1.306,1.462,1.821,2.49,3.844,5.919,7.994,8.406,6.646,3.191
571.348,4.893,4.901,4.351,3.528,2.646,1.919,1.591,1.408,1.347,1.461,1.837,2.557,3.927,6.042,8.125,8.445,6.645,3.221
571.606,4.733,4.762,4.2,3.373,2.544,1.9,1.524,1.333,1.261,1.394,1.794,2.509,3.834,6.092,8.283,8.389,6.593,3.19
571.865,4.513,4.65,4.104,3.3,2.427,1.854,1.474,1.316,1.25,1.38,1.778,2.506,3.79,6.104,8.354,8.414,6.589,3.165
572.123,4.373,4.518,3.981,3.264,2.296,1.804,1.478,1.249,1.268,1.449,1.807,2.483,3.853,6.08,8.334,8.513,6.635,3.145
572.382,4.219,4.303,3.888,3.146,2.267,1.726,1.46,1.239,1.255,1.394,1.773,2.473,3.935,6.021,8.325,8.549,6.615,3.151
572.640,4.171,4.25,3.817,3.072,2.248,1.779,1.466,1.272,1.257,1.372,1.779,2.524,3.946,6.11,8.321,8.526,6.488,3.229
572.899,4.083,4.188,3.698,3.054,2.221,1.794,1.427,1.228,1.231,1.372,1.844,2.532,4.015,6.181,8.417,8.582,6.487,3.208
573.157,3.914,3.977,3.587,3.054,2.157,1.754,1.472,1.231,1.21,1.407,1.854,2.586,4.055,6.157,8.513,8.683,6.57,3.218
573.415,3.817,3.84,3.468,2.919,2.178,1.691,1.421,1.205,1.212,1.4,1.793,2.607,4.053,6.192,8.526,8.661,6.572,3.283
573.674,3.701,3.838,3.418,2.88,2.124,1.691,1.376,1.195,1.182,1.405,1.787,2.561,4.082,6.248,8.606,8.739,6.711,3.28
573.932,3.557,3.829,3.432,2.874,2.15,1.688,1.347,1.223,1.246,1.459,1.823,2.612,4.066,6.358,8.697,8.843,6.776,3.248
574.190,3.556,3.75,3.411,2.785,2.151,1.69,1.424,1.281,1.299,1.462,1.851,2.632,4.079,6.409,8.754,8.87,6.781,3.266
574.449,3.484,3.649,3.29,2.735,2.142,1.654,1.394,1.259,1.301,1.448,1.796,2.668,4.196,6.452,8.818,8.859,6.828,3.257
574.707,3.34,3.508,3.186,2.692,2.11,1.611,1.359,1.264,1.297,1.462,1.809,2.669,4.226,6.488,8.871,8.876,6.809,3.255
574.966,3.312,3.445,3.14,2.683,2.079,1.671,1.35,1.281,1.307,1.44,1.859,2.675,4.249,6.526,8.98,8.991,6.816,3.273
575.224,3.199,3.383,3.14,2.564,2.082,1.66,1.337,1.227,1.301,1.342,1.903,2.666,4.247,6.506,9.0,9.062,6.864,3.299
575.482,3.121,3.259,3.03,2.534,1.986,1.59,1.35,1.169,1.23,1.291,1.876,2.629,4.204,6.462,8.943,9.053,6.858,3.285
575.740,3.143,3.235,2.988,2.524,1.997,1.574,1.317,1.192,1.187,1.375,1.829,2.628,4.251,6.584,8.96,9.123,6.828,3.306
575.999,3.131,3.162,2.905,2.458,1.889,1.558,1.251,1.177,1.205,1.383,1.838,2.623,4.28,6.652,9.059,9.158,6.814,3.246
576.257,3.02,3.08,2.849,2.392,1.839,1.567,1.331,1.171,1.247,1.394,1.778,2.705,4.284,6.801,9.168,9.196,6.918,3.238
576.515,2.954,3.026,2.769,2.352,1.861,1.51,1.365,1.134,1.228,1.365,1.775,2.698,4.292,6.921,9.216,9.229,6.923,3.231
576.774,2.824,2.949,2.666,2.269,1.803,1.385,1.299,1.118,1.204,1.301,1.81,2.643,4.29,6.941,9.261,9.177,6.834,3.18
577.032,2.795,2.846,2.569,2.166,1.712,1.371,1.223,1.114,1.159,1.272,1.814,2.648,4.335,7.018,9.352,9.192,6.908,3.127
577.290,2.794,2.824,2.552,2.172,1.755,1.439,1.215,1.126,1.184,1.327,1.869,2.743,4.48,7.156,9.514,9.257,7.12,3.125
577.548,2.724,2.757,2.538,2.137,1.777,1.404,1.251,1.132,1.168,1.388,1.922,2.726,4.536,7.219,9.633,9.29,7.128,3.231
577.807,2.7,2.668,2.501,2.043,1.724,1.355,1.234,1.128,1.145,1.393,1.866,2.698,4.513,7.224,9.707,9.368,7.13,3.267
578.065,2.733,2.655,2.494,2.083,1.74,1.473,1.262,1.176,1.211,1.446,1.962,2.796,4.597,7.352,9.74,9.43,7.206,3.299
578.323,2.675,2.645,2.484,2.063,1.696,1.452,1.21,1.163,1.183,1.442,1.933,2.831,4.607,7.391,9.786,9.426,7.194,3.322
578.581,2.595,2.575,2.469,2.011,1.651,1.417,1.175,1.12,1.163,1.422,1.898,2.839,4.631,7.388,10.016,9.381,7.209,3.338
578.840,2.486,2.499,2.444,1.971,1.645,1.379,1.203,1.11,1.216,1.447,1.871,2.808,4.644,7.419,10.101,9.38,7.248,3.363
579.098,2.392,2.422,2.367,1.975,1.616,1.345,1.217,1.147,1.217,1.41,1.875,2.864,4.565,7.486,10.096,9.476,7.276,3.345
579.356,2.42,2.417,2.262,1.948,1.622,1.407,1.151,1.176,1.209,1.339,1.856,2.849,4.626,7.56,10.123,9.561,7.347,3.343
579.614,2.345,2.34,2.2,1.911,1.571,1.383,1.105,1.122,1.147,1.368,1.811,2.863,4.725,7.666,10.058,9.537,7.328,3.399
579.872,2.301,2.321,2.166,1.87,1.552,1.359,1.148,1.093,1.126,1.341,1.83,2.835,4.743,7.768,10.02,9.623,7.322,3.389
580.131,2.219,2.317,2.089,1.791,1.526,1.325,1.122,1.015,1.117,1.305,1.849,2.793,4.752,7.821,9.938,9.75,7.292,3.339
580.389,2.2,2.282,2.06,1.793,1.471,1.303,1.143,1.019,1.163,1.301,1.945,2.829,4.784,7.83,9.947,9.785,7.353,3.336
580.647,2.203,2.215,2.113,1.844,1.481,1.304,1.185,1.083,1.23,1.384,1.936,2.877,4.849,7.823,10.106,9.847,7.422,3.44
580.905,2.224,2.231,2.157,1.869,1.541,1.324,1.257,1.165,1.282,1.481,1.98,2.982,4.992,7.978,10.304,10.011,7.504,3.501
581.163,2.185,2.168,2.096,1.773,1.505,1.246,1.229,1.142,1.241,1.433,1.979,2.955,4.961,8.022,10.324,10.031,7.563,3.506
581.421,2.141,2.136,2.093,1.793,1.478,1.252,1.187,1.117,1.232,1.465,1.934,2.98,5.041,8.118,10.308,10.03,7.686,3.531
581.679,2.054,2.121,2.034,1.794,1.449,1.268,1.132,1.1,1.187,1.437,1.925,3.075,5.081,8.188,10.368,10.009,7.74,3.511
581.937,2.017,2.103,2.037,1.721,1.428,1.24,1.097,1.085,1.171,1.452,2.022,3.058,5.099,8.221,10.478,10.012,7.728,3.497
582.196,2.062,2.071,1.993,1.759,1.439,1.235,1.137,1.087,1.23,1.464,2.089,3.06,5.193,8.322,10.59,10.103,7.707,3.491
582.454,1.985,2.03,1.868,1.74,1.365,1.248,1.137,1.047,1.191,1.456,2.049,3.042,5.204,8.332,10.614,10.072,7.655,3.495
582.712,1.923,2.048,1.811,1.71,1.336,1.24,1.123,1.074,1.196,1.392,1.999,3.031,5.309,8.488,10.66,10.117,7.639,3.469
582.970,1.959,2.043,1.84,1.646,1.399,1.177,1.14,1.125,1.208,1.424,2.023,3.068,5.36,8.601,10.653,10.201,7.63,3.461
583.228,1.938,1.967,1.881,1.64,1.363,1.148,1.104,1.143,1.2,1.471,2.021,3.113,5.334,8.53,10.707,10.221,7.577,3.501
583.486,1.847,1.882,1.782,1.587,1.28,1.05,1.072,1.109,1.15,1.409,1.984,3.122,5.311,8.547,10.809,10.122,7.485,3.458
583.744,1.866,1.948,1.812,1.647,1.384,1.117,1.129,1.141,1.153,1.503,2.099,3.204,5.451,8.684,10.961,10.212,7.58,3.537
584.002,1.834,1.97,1.878,1.703,1.394,1.155,1.153,1.124,1.194,1.532,2.128,3.277,5.549,8.776,11.085,10.377,7.692,3.603
584.260,1.782,1.881,1.813,1.58,1.352,1.209,1.124,1.109,1.209,1.488,2.097,3.289,5.609,8.803,11.083,10.468,7.762,3.59
584.518,1.787,1.838,1.77,1.509,1.281,1.172,1.071,1.058,1.172,1.429,2.066,3.26,5.554,8.797,11.146,10.473,7.77,3.589
584.776,1.734,1.877,1.739,1.539,1.269,1.148,1.054,1.032,1.168,1.462,2.116,3.266,5.502,8.829,11.289,10.527,7.811,3.57
585.034,1.746,1.881,1.724,1.527,1.282,1.15,1.046,1.039,1.207,1.525,2.114,3.357,5.615,8.922,11.37,10.61,7.917,3.547
585.292,1.785,1.759,1.674,1.511,1.247,1.122,1.038,1.035,1.235,1.456,2.114,3.351,5.667,8.949,11.486,10.678,7.949,3.539
585.550,1.745,1.708,1.624,1.492,1.262,1.105,1.098,1.043,1.213,1.425,2.086,3.395,5.741,9.025,11.524,10.698,7.925,3.535
585.808,1.653,1.677,1.602,1.475,1.227,1.063,1.078,1.027,1.15,1.441,2.088,3.365,5.855,9.23,11.546,10.608,7.878,3.555
586.066,1.605,1.645,1.573,1.422,1.184,1.025,0.974,1.01,1.09,1.395,2.1,3.315,5.911,9.356,11.634,10.529,7.919,3.551
586.324,1.65,1.674,1.582,1.462,1.26,1.092,1.051,1.051,1.147,1.452,2.171,3.41,5.971,9.434,11.725,10.684,7.979,3.605
586.582,1.629,1.701,1.615,1.454,1.3,1.177,1.127,1.086,1.223,1.509,2.162,3.486,6.038,9.618,11.722,10.809,8.006,3.686
586.840,1.596,1.644,1.545,1.389,1.25,1.171,1.13,1.104,1.219,1.495,2.16,3.535,6.054,9.721,11.748,10.798,8.036,3.7
587.098,1.582,1.602,1.513,1.36,1.221,1.14,1.065,1.087,1.185,1.511,2.188,3.55,6.102,9.72,11.745,10.768,7.984,3.723
587.356,1.566,1.568,1.454,1.361,1.239,1.115,1.017,0.988,1.124,1.463,2.196,3.504,6.13,9.717,11.77,10.753,7.946,3.697
587.614,1.555,1.553,1.448,1.388,1.197,1.061,1.019,0.98,1.15,1.476,2.178,3.552,6.216,9.801,11.848,10.693,8.041,3.709
587.872,1.544,1.565,1.51,1.41,1.236,1.09,1.054,1.043,1.205,1.551,2.188,3.6,6.384,9.937,12.005,10.736,8.178,3.784
588.130,1.532,1.57,1.436,1.37,1.176,1.04,0.99,1.052,1.157,1.56,2.233,3.596,6.42,10.088,12.139,10.834,8.198,3.798
588.387,1.512,1.577,1.403,1.317,1.114,0.995,0.954,1.007,1.162,1.534,2.271,3.631,6.424,10.2,12.185,10.994,8.211,3.767
588.645,1.52,1.58,1.411,1.358,1.125,1.039,0.994,1.001,1.206,1.532,2.321,3.682,6.523,10.341,12.326,11.139,8.306,3.813
588.903,1.541,1.522,1.463,1.33,1.154,1.047,0.983,1.028,1.178,1.546,2.29,3.731,6.596,10.425,12.387,11.194,8.344,3.843
589.161,1.469,1.469,1.471,1.294,1.149,1.031,0.96,0.998,1.152,1.526,2.31,3.734,6.717,10.456,12.446,11.195,8.373,3.786
589.419,1.447,1.452,1.445,1.286,1.116,1.024,1.01,1.019,1.189,1.551,2.303,3.727,6.818,10.58,12.595,11.271,8.433,3.814
589.677,1.445,1.457,1.438,1.292,1.11,1.065,1.051,1.07,1.24,1.571,2.333,3.793,6.814,10.741,12.73,11.294,8.498,3.864
589.935,1.454,1.527,1.466,1.324,1.166,1.083,1.093,1.154,1.267,1.624,2.412,3.911,6.854,10.916,12.849,11.449,8.57,3.916
590.193,1.384,1.481,1.386,1.268,1.143,1.035,1.052,1.08,1.264,1.608,2.407,3.893,6.88,10.978,12.828,11.501,8.563,3.902
590.450,1.357,1.392,1.326,1.185,1.126,0.983,0.964,0.95,1.192,1.545,2.366,3.913,6.857,11.05,12.804,11.478,8.487,3.795
590.708,1.463,1.428,1.334,1.264,1.14,1.05,0.992,1.006,1.203,1.62,2.387,3.995,6.901,11.117,13.056,11.546,8.507,3.834
590.966,1.465,1.423,1.32,1.301,1.079,1.076,1.053,1.006,1.249,1.678,2.391,4.057,7.038,11.142,13.252,11.635,8.435,3.91
591.224,1.465,1.427,1.336,1.296,1.046,1.053,1.051,1.049,1.261,1.682,2.404,4.1,7.136,11.243,13.233,11.663,8.437,3.908
591.482,1.369,1.373,1.242,1.193,1.043,0.966,0.948,0.966,1.142,1.614,2.403,4.052,7.143,11.347,13.097,11.592,8.474,3.846
591.739,1.355,1.346,1.25,1.206,1.093,1.009,0.967,1.002,1.208,1.672,2.477,4.116,7.224,11.513,13.22,11.623,8.564,3.9
591.997,1.357,1.359,1.299,1.226,1.112,1.007,1.014,1.112,1.261,1.691,2.525,4.183,7.32,11.582,13.346,11.711,8.576,3.959
592.255,1.337,1.363,1.253,1.255,1.106,0.999,0.989,1.073,1.255,1.675,2.574,4.228,7.378,11.655,13.391,11.735,8.585,3.897
592.513,1.337,1.309,1.25,1.283,1.124,1.003,1.005,1.029,1.281,1.691,2.592,4.304,7.472,11.779,13.475,11.821,8.685,3.94
592.770,1.326,1.256,1.23,1.239,1.074,0.917,1.018,1.022,1.26,1.636,2.56,4.282,7.543,11.909,13.52,11.851,8.726,3.995
593.028,1.264,1.252,1.217,1.229,1.024,0.928,0.968,1.024,1.245,1.611,2.525,4.281,7.606,11.979,13.564,11.883,8.838,3.929
593.286,1.214,1.252,1.186,1.161,1.002,0.946,0.96,1.025,1.252,1.583,2.522,4.33,7.675,11.97,13.637,11.938,8.829,3.85
593.544,1.222,1.243,1.173,1.145,0.978,1.01,1.008,1.085,1.292,1.63,2.605,4.39,7.819,12.0,13.714,11.963,8.769,3.936
593.801,1.222,1.238,1.201,1.148,1.004,1.013,1.022,1.094,1.248,1.728,2.595,4.43,7.848,12.19,13.719,11.962,8.754,3.984
594.059,1.255,1.178,1.211,1.157,1.05,1.006,0.999,1.057,1.278,1.691,2.625,4.498,7.893,12.351,13.817,11.987,8.806,3.954
594.317,1.253,1.199,1.239,1.125,1.006,0.99,0.987,1.064,1.276,1.683,2.678,4.519,7.968,12.468,13.933,12.154,8.866,4.016
594.574,1.223,1.254,1.242,1.146,1.004,1.035,1.049,1.067,1.275,1.647,2.733,4.558,8.118,12.58,13.992,12.25,8.903,4.026
594.832,1.212,1.219,1.149,1.105,1.014,0.942,0.993,1.028,1.247,1.635,2.661,4.542,8.159,12.573,13.913,12.173,8.857,3.975
595.090,1.146,1.156,1.105,1.077,1.021,0.88,0.942,1.012,1.272,1.608,2.65,4.605,8.225,12.669,13.971,12.138,8.84,3.966
595.348,1.183,1.178,1.203,1.111,1.036,0.958,0.969,1.076,1.329,1.697,2.697,4.709,8.334,12.916,14.08,12.222,8.883,4.028
595.605,1.195,1.153,1.209,1.109,1.056,0.961,0.996,1.081,1.32,1.741,2.721,4.742,8.371,13.006,14.157,12.279,8.933,4.092
595.863,1.161,1.131,1.135,1.02,1.01,0.911,0.948,1.015,1.272,1.688,2.696,4.714,8.421,13.045,14.21,12.268,8.941,4.099
596.120,1.185,1.204,1.201,1.079,0.989,0.917,0.989,1.019,1.25,1.728,2.802,4.74,8.575,13.126,14.248,12.322,8.965,4.068
596.378,1.228,1.205,1.219,1.115,0.983,0.967,0.986,1.004,1.274,1.78,2.821,4.797,8.699,13.187,14.308,12.443,9.073,4.169
596.636,1.21,1.212,1.177,1.15,0.955,0.976,0.958,1.011,1.318,1.774,2.817,4.837,8.787,13.286,14.487,12.611,9.167,4.226
596.893,1.218,1.183,1.155,1.197,1.005,1.0,1.074,1.067,1.364,1.793,2.898,4.872,8.949,13.505,14.682,12.775,9.204,4.244
597.151,1.19,1.165,1.16,1.121,1.03,1.0,1.042,1.023,1.336,1.791,2.912,4.967,9.036,13.646,14.736,12.802,9.273,4.25
597.409,1.157,1.111,1.104,1.002,1.025,0.946,0.935,0.965,1.273,1.77,2.881,4.971,9.127,13.737,14.783,12.797,9.284,4.274
597.666,1.129,1.127,1.118,1.018,1.009,0.914,0.93,0.956,1.291,1.782,2.879,5.003,9.185,13.892,14.945,12.765,9.321,4.286
597.924,1.103,1.103,1.136,1.043,0.988,0.92,0.955,0.981,1.307,1.788,2.958,5.056,9.191,14.041,15.0,12.755,9.336,4.283
598.181,1.083,1.085,1.078,1.05,0.965,0.882,0.967,1.048,1.297,1.743,3.003,5.115,9.26,14.123,15.111,12.815,9.366,4.335
598.439,1.154,1.138,1.062,1.05,0.954,0.914,0.988,1.099,1.331,1.771,2.951,5.173,9.329,14.209,15.232,12.814,9.411,4.298
598.696,1.171,1.146,1.077,1.038,0.927,0.939,0.973,1.045,1.33,1.815,2.973,5.253,9.415,14.334,15.275,12.827,9.417,4.25
598.954,1.186,1.147,1.101,1.043,0.977,0.963,0.988,1.048,1.349,1.864,3.088,5.285,9.515,14.509,15.327,12.891,9.49,4.304
599.212,1.127,1.104,1.068,1.022,0.946,0.937,0.971,1.003,1.347,1.904,3.079,5.303,9.601,14.533,15.34,12.902,9.503,4.325
599.469,1.095,1.081,1.029,1.047,0.894,0.938,0.938,0.972,1.382,1.93,3.052,5.375,9.757,14.516,15.456,12.873,9.515,4.339
599.727,1.089,1.071,1.0,1.034,0.891,0.941,0.886,1.03,1.359,1.932,3.057,5.373,9.831,14.591,15.545,12.886,9.569,4.398
599.984,1.052,1.07,0.977,1.002,0.843,0.904,0.864,1.018,1.312,1.861,3.021,5.406,9.911,14.655,15.473,12.876,9.494,4.381
600.242,1.099,1.093,1.083,1.072,0.873,0.934,0.916,1.104,1.384,1.961,3.133,5.528,10.052,14.87,15.591,12.997,9.532,4.433
600.499,1.065,1.087,1.087,1.072,0.85,0.925,0.929,1.087,1.379,1.994,3.165,5.602,10.204,14.995,15.652,13.123,9.571,4.381
600.757,1.013,1.122,1.054,1.002,0.882,0.905,0.968,1.117,1.383,2.022,3.266,5.647,10.427,15.169,15.659,13.189,9.655,4.306
601.014,1.081,1.115,1.061,0.955,0.901,0.93,0.964,1.097,1.384,2.009,3.312,5.745,10.521,15.323,15.788,13.237,9.698,4.287
601.272,1.068,1.082,1.061,0.964,0.899,0.89,0.991,1.061,1.357,2.046,3.331,5.873,10.583,15.366,15.942,13.259,9.667,4.313
601.529,1.008,1.076,1.096,0.967,0.929,0.895,0.988,1.076,1.401,2.07,3.385,5.944,10.784,15.537,16.029,13.123,9.656,4.33
601.787,0.967,1.026,1.076,0.958,0.913,0.879,0.965,1.054,1.421,2.023,3.376,5.964,10.803,15.704,16.012,13.144,9.6,4.339
602.044,1.035,1.076,1.065,0.97,0.981,0.895,0.981,1.056,1.409,2.025,3.402,6.053,10.819,15.872,15.992,13.136,9.525,4.401
602.301,1.031,1.072,1.045,0.975,0.957,0.932,0.973,1.072,1.393,2.02,3.404,6.053,10.932,15.885,15.944,13.006,9.45,4.438
602.559,1.048,1.009,1.005,1.005,0.847,0.905,0.923,1.082,1.357,1.971,3.398,6.087,10.967,15.875,15.896,12.972,9.465,4.414
602.816,1.01,0.953,0.983,0.922,0.809,0.836,0.92,1.012,1.358,1.934,3.432,6.098,11.048,15.993,15.826,13.061,9.502,4.396
603.074,1.014,1.009,1.05,0.921,0.851,0.9,0.964,1.086,1.489,2.034,3.509,6.153,11.271,16.218,15.884,13.255,9.592,4.461
603.331,1.016,1.011,1.125,1.016,0.925,0.95,1.034,1.1,1.512,2.106,3.53,6.276,11.394,16.427,16.053,13.291,9.625,4.528
603.588,0.979,1.014,1.075,0.991,0.927,0.938,0.991,1.077,1.485,2.098,3.538,6.339,11.513,16.56,16.226,13.39,9.715,4.551
603.846,1.0,1.043,1.043,0.954,0.92,0.933,0.979,1.158,1.428,2.119,3.578,6.44,11.657,16.635,16.354,13.519,9.81,4.596
604.103,1.004,1.032,1.025,0.956,0.917,0.881,0.975,1.206,1.409,2.217,3.606,6.55,11.788,16.682,16.38,13.558,9.838,4.601
