"lambda, nm",intensivity (0 deg),intensivity (5 deg),intensivity (10 deg),intensivity (15 deg),intensivity (20 deg),intensivity (25 deg),intensivity (30 deg),intensivity (35 deg),intensivity (40 deg),intensivity (45 deg),intensivity (50 deg),intensivity (55 deg),intensivity (60 deg),intensivity (65 deg),intensivity (70 deg),intensivity (75 deg),intensivity (80 deg),intensivity (85 deg)
727.420,40.396,39.138,42.927,49.997,60.605,66.971,66.698,60.555,52.799,48.268,46.497,44.145,40.258,35.92,27.436,20.588,14.109,5.873
727.673,41.053,39.856,43.596,50.877,61.17,67.281,66.816,60.457,52.823,48.429,46.587,44.274,40.258,35.904,27.408,20.654,14.067,5.837
727.926,41.602,40.356,44.083,51.551,61.559,67.525,66.758,60.273,52.725,48.433,46.905,44.453,40.31,35.742,27.371,20.583,14.031,5.86
728.180,42.089,40.576,44.551,52.15,62.068,67.826,66.608,60.091,52.55,48.329,47.029,44.506,40.362,35.622,27.202,20.445,14.013,5.857
728.433,42.626,41.069,45.191,52.627,62.581,68.222,66.746,60.044,52.44,48.371,47.06,44.508,40.399,35.708,27.076,20.462,14.191,5.81
728.686,43.051,41.743,45.659,52.905,62.751,68.071,66.56,59.666,52.25,48.35,46.988,44.511,40.161,35.672,27.1,20.467,14.225,5.687
728.939,43.399,42.333,46.105,53.37,63.018,67.947,66.5,59.291,51.981,48.368,47.051,44.761,40.075,35.689,27.179,20.541,14.087,5.532
729.192,44.09,43.057,46.68,53.95,63.681,68.347,66.395,59.261,52.021,48.483,47.36,45.053,40.317,35.825,27.379,20.675,14.134,5.608
729.446,44.728,43.777,47.251,54.524,64.237,68.689,66.251,59.09,51.908,48.34,47.536,45.173,40.486,35.957,27.478,20.692,14.093,5.6
729.699,45.158,44.318,47.82,54.993,64.496,68.943,66.217,59.039,51.762,48.211,47.445,45.209,40.57,35.937,27.517,20.623,14.024,5.601
729.952,46.061,44.886,48.432,55.515,65.065,69.408,66.328,59.31,51.974,48.395,47.415,45.406,40.719,36.003,27.593,20.628,14.018,5.643
730.205,47.069,45.67,49.209,56.263,65.859,69.807,66.556,59.601,52.251,48.693,47.641,45.552,40.902,36.215,27.722,20.778,14.052,5.696
730.458,47.885,46.166,49.858,57.105,66.257,70.106,66.608,59.602,52.387,48.835,47.602,45.597,41.025,36.412,27.945,20.925,14.062,5.746
730.711,48.743,46.738,50.589,57.705,66.667,70.336,66.602,59.529,52.388,48.851,47.504,45.683,41.134,36.54,28.138,21.024,14.076,5.707
730.964,49.432,47.489,51.089,58.12,67.099,70.349,66.689,59.512,52.38,48.743,47.435,45.634,41.386,36.585,28.244,21.107,14.1,5.718
731.218,49.938,48.058,51.316,58.394,67.157,70.236,66.563,59.278,52.238,48.551,47.442,45.467,41.487,36.432,28.31,21.02,14.183,5.743
731.471,50.317,48.363,51.542,58.232,67.056,70.036,66.047,58.852,51.967,48.32,47.391,45.335,41.281,36.267,28.251,20.812,14.088,5.721
731.724,50.607,48.559,51.903,58.39,66.966,69.82,65.424,58.628,51.706,48.281,47.169,45.278,41.112,36.315,28.202,20.771,14.124,5.719
731.977,50.855,48.727,52.116,58.833,66.865,69.19,64.523,57.958,51.254,48.006,46.893,45.016,40.916,36.249,27.996,20.663,14.155,5.747
732.230,51.356,49.086,52.546,59.142,66.731,68.485,63.737,57.127,50.79,47.677,46.578,44.787,40.715,36.097,27.872,20.543,14.12,5.782
732.483,51.849,49.62,53.252,59.534,66.77,68.116,63.198,56.659,50.541,47.459,46.45,44.697,40.754,36.0,27.763,20.476,14.113,5.752
732.736,52.41,50.33,54.09,60.544,67.378,68.095,63.068,56.431,50.492,47.383,46.501,44.47,40.7,35.939,27.627,20.473,14.154,5.739
732.989,53.017,51.308,54.989,61.619,68.034,68.305,63.323,56.382,50.418,47.413,46.601,44.245,40.448,35.831,27.584,20.524,14.146,5.759
733.242,53.379,52.185,55.791,62.183,68.545,68.802,63.588,56.378,50.325,47.263,46.6,44.133,40.143,35.746,27.351,20.545,14.034,5.729
733.495,53.664,52.919,56.633,62.934,69.214,69.468,63.909,56.446,50.261,47.243,46.512,44.041,39.794,35.61,27.121,20.631,13.953,5.746
733.748,54.113,53.662,57.341,63.438,69.601,69.717,64.063,56.654,50.288,47.426,46.417,43.979,39.575,35.369,26.996,20.565,14.016,5.803
734.001,54.324,54.176,57.733,63.761,69.622,69.609,63.796,56.494,50.282,47.362,46.342,43.951,39.469,35.035,26.894,20.255,13.973,5.818
734.254,54.583,54.594,57.907,64.111,69.645,69.44,63.397,56.328,50.118,47.401,46.464,44.024,39.471,34.817,26.814,20.041,13.812,5.752
734.507,55.125,55.155,58.228,64.312,69.843,69.274,63.15,56.295,50.163,47.764,46.751,44.284,39.51,34.831,26.726,20.046,13.817,5.706
734.760,55.499,55.707,58.695,64.548,69.972,69.167,62.963,56.169,50.33,47.893,47.158,44.447,39.431,35.004,26.765,20.231,13.938,5.732
735.013,56.054,55.827,58.839,64.533,69.771,68.821,62.618,55.832,50.249,47.955,47.372,44.308,39.319,34.969,26.768,20.242,14.045,5.805
735.266,56.813,55.695,58.942,64.4,69.405,68.206,62.13,55.288,50.011,48.035,47.212,44.037,39.281,34.844,26.7,20.036,13.982,5.892
735.519,57.25,55.751,59.152,64.408,68.957,67.649,61.468,54.767,49.818,47.898,46.922,43.796,39.047,34.778,26.634,19.857,13.754,5.884
735.772,57.82,56.271,59.362,64.55,68.869,67.36,61.203,54.365,49.825,47.832,46.747,43.751,38.811,34.832,26.66,19.825,13.695,5.901
736.025,58.514,56.809,59.596,64.72,68.826,67.099,60.894,54.046,49.694,47.705,46.591,43.788,38.656,34.717,26.652,19.845,13.741,5.828
736.278,58.921,57.281,59.828,64.843,68.697,66.821,60.377,53.766,49.373,47.316,46.374,43.575,38.538,34.538,26.493,19.747,13.494,5.642
736.531,59.305,57.928,60.171,65.179,68.757,66.661,60.265,53.584,49.141,47.043,46.158,43.519,38.6,34.552,26.539,19.662,13.37,5.635
736.784,59.815,58.424,60.481,65.624,68.742,66.298,60.057,53.397,49.262,47.172,46.06,43.585,38.641,34.61,26.693,19.639,13.435,5.728
737.037,60.139,58.776,60.95,65.837,68.602,66.079,59.761,53.338,49.44,47.376,46.083,43.648,38.803,34.552,26.816,19.714,13.38,5.712
737.290,60.28,59.287,61.446,66.104,68.715,66.123,59.716,53.433,49.506,47.381,46.153,43.77,38.941,34.532,26.798,19.841,13.418,5.636
737.542,60.545,59.869,62.121,66.468,68.965,66.164,59.735,53.563,49.606,47.564,46.278,43.819,38.952,34.696,26.892,19.964,13.521,5.617
737.795,61.2,60.614,63.106,66.923,69.28,66.429,59.872,53.912,49.835,47.94,46.561,43.918,39.199,34.823,27.041,20.084,13.624,5.736
738.048,62.001,61.277,64.024,67.624,69.579,66.445,59.824,53.888,49.996,48.149,46.686,44.059,39.41,34.818,27.056,20.138,13.62,5.79
738.301,62.271,61.548,64.484,67.989,69.311,66.151,59.177,53.483,49.93,48.003,46.382,43.94,39.469,34.569,27.022,20.142,13.569,5.723
738.554,62.651,62.184,64.932,68.332,69.152,65.892,58.762,53.361,49.764,47.89,46.251,43.902,39.528,34.596,27.086,20.156,13.604,5.735
738.807,63.218,63.074,65.56,68.764,69.543,65.803,58.796,53.544,49.717,48.035,46.364,43.971,39.671,34.878,27.236,20.131,13.546,5.72
739.060,63.896,63.964,66.043,69.078,70.147,65.902,58.989,53.824,49.948,48.236,46.765,43.994,39.969,35.067,27.207,20.109,13.516,5.692
739.312,64.652,64.81,66.546,69.56,70.519,66.107,59.134,53.88,50.044,48.392,47.136,44.144,40.057,35.048,27.083,20.05,13.472,5.619
739.565,65.186,65.317,67.268,69.997,70.655,66.171,59.135,53.832,50.057,48.518,47.145,44.173,39.902,34.967,26.976,19.992,13.376,5.6
739.818,65.579,65.713,67.993,70.306,70.773,66.322,59.199,53.776,50.015,48.551,47.101,44.204,39.706,34.951,26.944,19.95,13.374,5.547
740.071,65.679,66.117,68.39,70.619,70.704,66.33,59.093,53.511,49.848,48.563,47.064,44.315,39.572,34.87,26.939,20.019,13.413,5.544
740.324,66.082,66.625,68.553,70.793,70.639,65.92,58.878,53.267,49.632,48.625,47.227,44.323,39.774,34.777,26.972,20.013,13.446,5.573
740.576,66.853,67.362,68.644,70.997,70.624,65.553,58.741,53.023,49.318,48.702,47.491,44.455,39.96,34.836,26.982,20.053,13.484,5.571
740.829,67.573,67.892,69.086,71.328,70.513,65.361,58.758,52.894,49.195,48.789,47.654,44.839,40.018,35.02,27.117,20.211,13.632,5.605
741.082,68.238,68.313,69.507,71.38,70.297,65.132,58.564,52.827,49.258,48.786,47.606,44.986,39.98,35.019,27.172,20.236,13.583,5.6
741.335,68.624,68.613,69.679,71.684,70.28,65.068,58.447,52.639,49.232,48.684,47.797,44.918,40.048,35.108,27.278,20.251,13.478,5.6
741.587,68.654,68.778,69.924,72.067,70.26,64.983,58.398,52.463,49.277,48.621,47.82,44.779,40.175,35.12,27.305,20.21,13.504,5.548
741.840,68.934,69.192,70.507,72.349,70.221,64.869,58.373,52.511,49.239,48.67,47.874,44.837,40.276,35.12,27.335,20.261,13.547,5.585
742.093,69.643,69.837,71.15,72.823,70.427,65.042,58.38,52.736,49.395,48.822,48.155,45.183,40.36,35.262,27.537,20.413,13.453,5.627
742.346,70.412,70.342,71.355,72.828,70.745,65.087,58.376,52.814,49.635,48.982,48.245,45.368,40.386,35.4,27.623,20.377,13.436,5.624
742.598,70.912,70.564,71.449,72.463,70.691,64.825,58.391,52.613,49.579,49.028,48.241,45.429,40.342,35.465,27.596,20.157,13.434,5.591
742.851,71.113,70.717,71.736,72.48,70.223,64.616,58.178,52.431,49.447,49.127,48.228,45.463,40.334,35.563,27.556,20.063,13.342,5.551
743.104,71.284,70.936,72.125,72.706,69.936,64.73,57.819,52.43,49.615,49.264,48.151,45.328,40.504,35.77,27.488,20.099,13.311,5.551
743.356,71.016,70.837,72.107,72.66,69.586,64.5,57.569,52.386,49.654,49.236,47.968,45.188,40.672,35.738,27.346,20.056,13.245,5.562
743.609,70.745,70.32,71.818,72.389,69.168,64.018,57.347,52.259,49.48,49.254,47.816,45.116,40.419,35.56,27.021,19.892,13.149,5.441
743.862,70.664,69.726,71.634,72.163,68.872,63.725,57.076,52.166,49.487,49.128,47.759,44.952,40.22,35.385,26.724,19.822,13.231,5.503
744.115,70.456,69.446,71.388,71.937,68.559,63.443,56.988,52.078,49.545,49.173,47.75,44.746,40.155,35.292,26.57,19.807,13.221,5.515
744.367,70.145,69.434,71.069,71.598,68.217,63.317,56.946,52.115,49.592,49.335,47.868,44.678,39.892,34.987,26.311,19.726,13.161,5.42
744.620,70.33,69.624,71.015,71.505,68.253,63.339,56.96,52.259,49.795,49.394,48.134,44.815,39.708,34.714,26.233,19.622,13.231,5.458
744.872,70.628,70.068,71.141,71.482,68.582,63.355,57.167,52.581,49.994,49.468,48.378,44.84,39.672,34.626,26.231,19.718,13.181,5.406
745.125,70.331,70.386,71.032,71.401,68.509,63.372,57.19,52.527,49.83,49.35,48.324,44.659,39.638,34.521,26.207,19.694,13.168,5.331
745.378,70.321,70.615,71.264,71.431,68.39,63.336,57.077,52.43,49.528,49.132,48.191,44.69,39.683,34.503,26.247,19.525,13.183,5.426
745.630,70.709,70.977,71.802,71.735,68.752,63.494,57.101,52.596,49.64,49.164,48.193,44.789,39.919,34.63,26.341,19.48,13.249,5.534
745.883,71.176,71.665,72.351,72.314,69.355,63.884,57.243,52.73,50.136,49.571,48.357,44.96,40.25,34.722,26.553,19.612,13.348,5.575
746.136,71.654,72.425,72.779,72.7,69.565,64.035,57.447,52.846,50.577,49.952,48.624,45.15,40.49,34.829,26.755,19.661,13.385,5.539
746.388,71.921,72.869,73.052,72.571,69.17,63.706,57.387,52.998,50.788,50.086,48.737,45.035,40.508,34.933,26.588,19.497,13.237,5.43
746.641,72.072,72.948,73.123,72.227,68.495,63.361,57.077,53.005,50.993,50.174,48.623,45.085,40.496,34.983,26.382,19.406,13.145,5.411
746.893,72.229,72.957,73.186,71.971,68.107,62.874,56.857,53.043,51.074,50.328,48.455,45.268,40.507,35.032,26.3,19.324,13.194,5.484
747.146,72.511,72.97,73.151,71.843,67.886,62.083,56.605,52.917,51.1,50.483,48.634,45.427,40.499,34.951,26.297,19.28,13.191,5.514
747.398,72.82,72.956,72.871,71.617,67.494,61.474,56.44,52.556,51.146,50.647,48.885,45.648,40.481,34.858,26.324,19.355,13.167,5.481
747.651,72.942,73.05,72.752,71.245,67.198,61.113,56.179,52.299,51.182,50.747,49.005,45.725,40.479,34.831,26.347,19.515,13.131,5.423
747.903,73.104,73.315,73.041,71.17,67.125,61.038,55.755,52.22,51.295,50.921,49.218,45.76,40.602,34.832,26.349,19.61,13.15,5.383
748.156,73.159,73.436,73.542,71.192,67.127,61.201,55.723,52.285,51.214,51.185,49.429,46.053,40.727,34.815,26.449,19.675,13.226,5.364
748.408,73.071,73.222,73.811,71.275,67.096,61.382,55.745,52.358,51.158,51.289,49.817,46.416,40.63,34.836,26.435,19.786,13.312,5.437
748.661,73.135,73.109,73.782,71.268,67.077,61.532,55.809,52.442,51.251,51.509,50.132,46.608,40.65,34.976,26.338,19.811,13.261,5.52
748.913,72.995,72.986,73.413,71.161,66.996,61.679,56.016,52.432,51.22,51.722,50.264,46.539,40.727,34.938,26.143,19.975,13.243,5.474
749.166,72.723,72.757,72.88,71.083,66.786,61.707,56.217,52.486,51.124,51.654,50.289,46.266,40.544,34.768,25.918,19.904,13.192,5.367
749.418,72.645,72.62,72.725,70.749,66.463,61.466,56.208,52.579,51.194,51.665,50.109,46.151,40.491,34.662,25.97,19.83,13.162,5.317
749.671,72.911,72.774,72.631,70.483,66.181,61.149,55.985,52.623,51.228,51.645,50.093,46.082,40.564,34.548,26.006,19.867,13.217,5.309
749.923,72.975,73.132,72.531,70.269,65.949,60.747,55.749,52.66,51.32,51.514,50.103,46.127,40.676,34.583,26.006,19.897,13.332,5.434
750.176,72.72,73.303,72.462,69.974,65.93,60.523,55.667,52.619,51.485,51.396,49.895,46.184,40.708,34.486,26.051,19.826,13.32,5.453
750.428,72.69,73.346,72.233,69.867,65.997,60.421,55.46,52.686,51.532,51.253,49.607,45.927,40.584,34.434,25.972,19.768,13.233,5.349
750.681,72.687,73.497,71.994,69.766,65.747,60.195,55.337,52.549,51.491,51.031,49.501,45.499,40.287,34.374,25.876,19.796,13.146,5.31
750.933,72.431,73.674,71.736,69.31,65.322,59.965,55.323,52.208,51.401,50.85,49.268,45.22,39.877,34.15,25.821,19.677,13.066,5.265
751.186,72.299,73.718,71.366,68.755,65.018,59.905,54.971,52.07,51.294,50.895,49.048,45.15,39.756,34.092,25.725,19.543,12.937,5.17
751.438,72.357,73.668,71.156,68.637,64.915,59.838,54.83,52.188,51.327,51.082,49.166,45.322,39.782,34.169,25.773,19.48,12.948,5.186
751.690,72.497,73.415,71.146,68.638,64.877,59.747,55.025,52.228,51.632,51.502,49.427,45.582,39.709,34.114,25.836,19.598,12.988,5.214
751.943,72.743,73.293,71.343,68.659,64.85,59.893,55.326,52.407,51.965,51.871,49.86,45.748,39.793,34.042,25.863,19.792,13.074,5.227
752.195,72.932,73.444,71.36,68.571,64.766,60.078,55.319,52.551,52.144,51.994,50.121,45.969,40.107,34.095,25.962,19.863,13.187,5.221
752.448,73.167,73.188,71.204,68.297,64.446,59.825,54.964,52.508,52.294,52.075,50.246,46.194,40.327,34.074,25.872,19.695,13.087,5.146
752.700,73.131,72.717,71.337,68.217,64.194,59.561,54.934,52.391,52.47,52.113,50.111,46.329,40.41,33.922,25.715,19.406,13.077,5.119
752.952,72.734,72.353,71.29,68.089,64.012,59.387,54.812,52.318,52.342,52.137,49.962,46.251,40.41,33.74,25.56,19.27,13.13,5.138
753.205,72.179,72.147,70.871,67.957,63.691,59.106,54.465,52.3,52.013,52.037,49.83,46.067,40.403,33.538,25.386,19.186,13.062,5.129
753.457,71.771,72.28,70.718,67.878,63.303,58.789,54.48,52.356,51.923,51.865,49.797,46.055,40.386,33.491,25.245,19.038,13.041,5.169
753.709,71.777,72.575,70.689,67.737,62.896,58.633,54.508,52.406,52.206,51.957,49.952,46.111,40.311,33.577,25.071,18.932,13.071,5.192
753.962,71.812,72.743,70.659,67.382,62.629,58.505,54.311,52.3,52.471,52.197,50.093,46.219,40.299,33.553,24.967,18.929,12.942,5.173
754.214,71.571,72.773,70.563,67.118,62.721,58.356,54.186,52.548,52.692,52.36,50.326,46.417,40.377,33.572,24.899,19.008,12.971,5.3
754.466,71.278,72.443,70.444,67.054,62.616,58.131,54.145,52.595,52.698,52.43,50.54,46.542,40.293,33.486,24.935,19.079,12.909,5.363
754.719,71.123,72.222,70.556,67.059,62.443,58.024,54.064,52.512,52.594,52.735,50.614,46.759,40.23,33.343,24.969,19.049,12.773,5.292
754.971,71.167,72.191,70.755,66.954,62.441,58.039,53.9,52.617,52.694,53.073,50.837,46.903,40.39,33.523,24.879,18.909,12.798,5.225
755.223,71.214,71.821,70.673,66.939,62.295,57.957,53.867,52.695,53.015,53.204,51.051,46.946,40.541,33.677,24.934,18.879,12.713,5.177
755.475,71.058,71.259,70.107,66.869,61.899,57.695,53.864,52.625,53.161,53.19,50.905,46.954,40.798,33.723,24.99,18.89,12.69,5.161
755.728,70.468,70.612,69.295,66.332,61.36,57.228,53.752,52.326,52.916,53.1,50.622,46.882,40.854,33.847,25.009,18.796,12.604,5.142
755.980,69.678,70.002,68.604,65.589,60.795,56.533,53.27,51.883,52.572,52.837,50.292,46.622,40.74,33.863,24.819,18.633,12.544,5.167
756.232,68.921,69.496,68.263,65.149,60.469,56.215,53.005,51.669,52.276,52.626,49.949,46.351,40.788,33.843,24.719,18.591,12.494,5.178
756.484,68.225,69.011,68.003,64.765,60.151,55.905,52.961,51.542,51.997,52.301,49.848,46.031,40.766,33.755,24.825,18.631,12.335,5.046
756.737,67.792,68.645,67.523,64.586,59.891,55.474,52.736,51.465,51.76,52.032,49.683,45.733,40.746,33.748,24.893,18.547,12.289,5.057
756.989,67.849,68.698,67.499,64.426,59.901,55.355,52.667,51.494,51.82,52.158,49.878,45.665,40.913,33.788,24.902,18.491,12.347,5.063
757.241,68.365,68.863,67.962,64.48,59.922,55.482,52.991,51.799,52.181,52.516,50.535,45.897,41.131,33.999,25.036,18.539,12.417,5.116
757.493,68.472,68.98,67.908,64.709,59.85,55.85,53.28,52.236,52.477,52.865,50.851,46.209,41.174,34.229,25.081,18.457,12.443,5.089
757.745,68.475,69.061,67.827,65.049,60.119,56.227,53.573,52.813,52.979,53.213,51.327,46.613,41.223,34.368,25.048,18.475,12.443,5.147
757.998,68.55,68.946,67.736,65.081,60.29,56.37,53.685,53.236,53.501,53.447,51.628,46.665,41.074,34.271,24.897,18.326,12.4,5.132
758.250,68.783,68.723,67.743,65.039,60.434,56.596,53.981,53.586,53.941,53.841,51.82,46.763,40.883,34.011,24.882,18.28,12.424,5.127
758.502,69.144,68.481,67.709,65.056,60.488,56.514,54.135,53.845,54.175,53.973,51.91,46.863,40.711,33.842,24.882,18.376,12.432,4.985
758.754,69.099,68.35,67.334,64.61,60.081,56.06,53.854,53.912,53.992,53.82,51.577,46.639,40.561,33.808,24.747,18.256,12.396,4.991
759.006,69.012,68.299,67.14,64.12,59.935,55.89,53.65,53.727,53.925,53.604,51.355,46.457,40.515,33.848,24.633,18.318,12.422,5.122
759.258,68.775,68.163,66.865,63.729,59.942,55.851,53.702,53.585,53.858,53.555,51.252,46.292,40.426,33.637,24.483,18.31,12.361,5.058
759.511,68.542,67.905,66.454,63.546,59.729,55.676,53.836,53.612,53.833,53.683,51.038,46.085,40.378,33.475,24.414,18.282,12.242,4.901
759.763,68.564,67.671,66.433,63.685,59.669,55.775,53.849,53.727,53.825,53.54,50.885,46.037,40.371,33.65,24.464,18.308,12.31,4.915
760.015,68.466,67.631,66.581,63.796,59.89,56.015,53.792,53.958,53.838,53.642,50.814,46.03,40.62,33.895,24.671,18.276,12.42,4.894
760.267,68.228,67.429,66.683,63.756,59.97,56.125,53.677,54.071,54.08,53.779,50.861,46.074,40.81,33.974,24.724,18.285,12.37,4.855
760.519,68.317,67.194,66.717,63.584,60.002,56.367,53.838,54.185,54.352,53.921,51.139,46.156,40.891,34.092,24.848,18.373,12.353,4.826
760.771,68.339,67.047,66.455,63.396,60.014,56.52,54.278,54.257,54.513,54.161,51.29,46.28,40.933,34.338,25.078,18.467,12.285,4.829
761.023,68.172,66.903,66.24,63.211,59.753,56.561,54.415,54.276,54.566,54.282,51.291,46.4,40.855,34.461,25.116,18.462,12.316,4.878
761.275,67.987,67.001,66.084,63.0,59.531,56.711,54.538,54.296,54.798,54.479,51.317,46.559,40.732,34.505,24.998,18.412,12.352,4.863
761.527,67.53,67.063,65.812,62.715,59.444,56.783,54.605,54.281,55.009,54.573,51.411,46.578,40.799,34.555,24.988,18.484,12.353,4.868
761.779,67.192,67.16,65.495,62.473,59.279,56.683,54.589,54.392,55.208,54.683,51.742,46.489,40.905,34.396,24.98,18.478,12.287,4.9
762.031,66.912,67.201,65.226,62.241,58.931,56.564,54.724,54.583,55.342,54.781,52.016,46.345,40.846,34.154,24.84,18.351,12.176,4.834
762.283,66.446,66.812,64.776,61.762,58.225,56.321,54.689,54.561,55.13,54.554,51.74,46.162,40.662,33.926,24.627,18.189,12.073,4.762
762.535,65.791,65.965,64.009,60.984,57.521,55.699,54.228,54.157,54.738,54.141,51.402,45.992,40.275,33.513,24.388,17.899,11.827,4.676
762.787,65.102,65.256,63.313,60.428,57.012,55.205,54.019,53.815,54.491,53.852,51.186,45.657,39.825,33.156,24.14,17.557,11.636,4.63
763.039,64.422,64.761,63.099,60.325,57.027,54.981,54.096,53.844,54.309,53.73,50.903,45.383,39.715,33.005,23.884,17.297,11.531,4.599
763.291,63.835,64.52,63.08,60.155,57.24,55.014,54.118,54.0,54.275,53.816,50.912,45.328,39.774,32.802,23.784,17.275,11.601,4.694
763.543,63.683,64.435,62.993,60.216,57.471,55.242,54.084,54.075,54.558,54.066,51.026,45.331,39.765,32.662,23.821,17.275,11.641,4.627
763.795,63.861,64.223,63.049,60.46,57.517,55.502,54.044,54.337,54.954,54.574,51.307,45.582,39.829,32.756,23.932,17.401,11.611,4.653
764.047,63.66,63.806,62.739,60.299,57.2,55.4,53.802,54.239,54.897,54.707,51.443,45.764,39.57,32.711,23.834,17.437,11.477,4.662
764.299,63.324,63.358,62.109,59.776,56.763,55.19,53.358,54.044,54.729,54.598,51.433,45.757,39.143,32.458,23.564,17.368,11.492,4.676
764.551,63.182,63.039,61.744,59.359,56.737,54.836,53.073,53.987,54.839,54.746,51.572,45.732,38.993,32.301,23.387,17.245,11.399,4.632
764.803,63.094,62.627,61.666,59.107,56.535,54.315,52.98,53.989,54.953,54.672,51.536,45.51,38.945,32.224,23.375,17.136,11.257,4.579
765.055,63.002,62.412,61.644,58.821,56.195,53.949,52.889,53.987,55.025,54.627,51.255,45.376,38.93,32.224,23.425,17.102,11.302,4.608
765.307,63.119,62.309,61.808,58.827,56.278,54.066,52.973,54.098,55.084,54.763,51.334,45.436,39.093,32.158,23.518,17.103,11.384,4.695
765.559,63.021,62.197,61.912,58.948,56.495,54.368,53.144,54.282,55.138,54.805,51.499,45.565,39.099,32.11,23.634,17.101,11.332,4.682
765.811,62.81,62.046,61.861,58.922,56.578,54.572,53.333,54.263,55.31,54.954,51.594,45.508,38.929,32.161,23.668,17.085,11.248,4.704
766.063,62.673,61.865,61.67,58.899,56.522,54.787,53.605,54.512,55.336,55.007,51.476,45.37,38.822,32.233,23.599,17.054,11.232,4.697
766.315,62.507,61.932,61.482,59.075,56.704,55.045,54.056,55.007,55.54,55.122,51.629,45.421,38.887,32.226,23.726,17.119,11.309,4.634
766.567,62.3,61.909,61.389,58.971,56.817,55.015,54.366,55.296,55.955,55.147,51.711,45.453,38.943,32.295,23.915,17.185,11.299,4.534
766.819,62.025,61.636,61.024,58.632,56.719,54.88,54.666,55.379,56.223,55.233,51.633,45.57,38.956,32.365,23.991,17.28,11.34,4.532
767.070,61.949,61.405,60.884,58.598,56.847,54.971,54.968,55.603,56.511,55.401,51.789,45.638,38.783,32.333,23.944,17.203,11.322,4.517
767.322,62.021,61.331,60.778,58.673,56.815,55.259,54.932,55.772,56.77,55.387,51.918,45.516,38.591,32.415,23.927,17.054,11.349,4.538
767.574,62.115,61.347,60.874,58.83,56.874,55.614,55.262,56.129,57.087,55.459,52.109,45.683,38.729,32.378,24.003,17.21,11.431,4.611
767.826,62.515,61.546,61.335,59.18,57.282,55.871,55.814,56.657,57.576,55.834,52.509,45.967,38.797,32.259,24.012,17.539,11.417,4.615
768.078,62.808,62.044,61.437,59.403,57.682,56.188,56.165,57.155,58.029,56.362,52.94,46.14,38.679,32.266,23.905,17.592,11.426,4.632
768.330,62.874,62.235,61.17,59.258,57.463,56.218,56.342,57.41,57.942,56.466,52.799,46.196,38.572,32.197,23.682,17.619,11.444,4.634
768.581,62.729,61.784,60.705,58.689,56.786,55.882,56.244,57.282,57.771,56.374,52.358,45.89,38.41,32.036,23.538,17.532,11.459,4.619
768.833,62.449,61.588,60.171,58.248,56.422,55.528,55.826,57.079,57.678,56.05,52.154,45.601,38.198,31.802,23.575,17.514,11.554,4.673
769.085,62.123,61.75,60.081,58.076,56.356,55.446,55.704,56.712,57.545,55.748,52.188,45.558,38.146,31.637,23.476,17.508,11.741,4.712
769.337,61.904,61.688,60.053,58.036,56.32,55.497,55.648,56.225,57.324,55.783,52.141,45.431,38.093,31.436,23.191,17.475,11.826,4.698
769.589,61.923,61.669,60.114,58.169,56.583,55.606,55.457,56.011,57.31,55.849,52.078,45.527,38.25,31.486,23.315,17.569,11.84,4.697
769.840,61.723,61.469,60.02,58.236,56.778,55.716,55.506,56.09,57.239,55.781,51.976,45.41,38.236,31.504,23.405,17.507,11.765,4.714
770.092,61.687,61.414,60.074,58.341,56.909,55.959,55.785,56.282,57.232,55.639,51.879,45.273,38.354,31.534,23.343,17.591,11.86,4.805
770.344,61.678,61.507,60.236,58.368,56.749,56.171,55.717,56.229,57.374,55.403,51.72,45.26,38.401,31.469,23.223,17.532,11.851,4.83
770.596,61.488,61.157,59.837,58.183,56.449,55.974,55.485,56.087,57.085,55.287,51.15,44.928,38.043,31.271,23.032,17.442,11.644,4.772
770.847,61.278,60.748,59.501,57.943,56.412,55.64,55.448,56.118,56.832,55.254,50.873,44.651,37.96,31.246,23.024,17.697,11.717,4.777
771.099,61.217,60.415,59.568,57.973,56.588,55.535,55.295,56.176,56.972,55.333,50.823,44.465,37.898,31.269,23.1,17.809,11.92,4.712
771.351,61.365,60.109,59.851,58.075,56.743,55.631,55.345,56.405,57.125,55.428,50.771,44.314,37.733,31.201,23.012,17.702,11.991,4.719
771.603,61.214,59.944,60.079,58.095,56.687,55.746,55.497,56.443,57.077,55.535,50.878,44.437,37.669,31.152,22.972,17.742,11.971,4.799
771.854,60.647,59.748,59.693,57.909,56.368,55.638,55.483,56.26,56.886,55.41,50.861,44.417,37.479,31.011,22.964,17.658,11.919,4.712
772.106,60.18,59.436,59.418,57.58,56.244,55.527,55.247,56.15,56.86,55.257,50.628,44.265,37.286,30.753,22.825,17.59,11.882,4.688
772.358,60.135,59.191,59.115,57.378,56.241,55.378,54.878,55.95,57.018,55.426,50.569,44.283,37.22,30.66,22.734,17.579,11.83,4.733
772.609,59.961,58.986,58.691,57.174,55.917,55.119,54.751,55.858,57.052,55.452,50.72,44.166,37.005,30.604,22.613,17.583,11.789,4.731
772.861,59.651,58.976,58.357,57.066,55.803,54.846,54.944,56.137,57.264,55.646,50.905,44.145,36.996,30.695,22.492,17.593,11.731,4.707
